"Colony","Month","Year","Date","NBrC","BrC","EgC","ChC","JuC","TotC","NBrB","BrB","EgB","ChB","JuB","TotB","NBrP","BrP","EgP","ChP","JuP","TotP"
"CHS",8,2013,2013-08-15,0,0,0,0,0,0,2909,0,0,0,0,2909,0,0,0,0,0,0
"BA",8,2013,2013-08-15,48600,85442,29904,0,0,134042,53565,5576,0,0,0,59141,0,0,0,0,0,0
"CHN",9,2013,2013-09-15,300240,0,0,0,0,300240,210280,0,0,0,0,210280,153,0,0,0,0,153
"CHC",9,2013,2013-09-15,0,0,0,0,0,0,393950,0,0,0,0,393950,0,0,0,0,0,0
"CHS",9,2013,2013-09-15,0,0,0,0,0,0,5465,0,0,0,0,5465,0,0,0,0,0,0
"BA",9,2013,2013-09-15,30730,86412,16698,69714,0,117142,70555,0,0,0,0,70555,0,0,0,0,0,0
"CHN",10,2013,2013-10-15,0,61992,30996,0,0,61992,15080,48060,24024,0,0,63140,90,0,0,0,0,90
"CHC",10,2013,2013-10-15,0,347754,0,0,0,347754,11299,378330,0,0,0,389629,633,0,0,0,0,633
"CHS",10,2013,2013-10-15,0,0,0,0,0,0,5271,29135,32881,0,0,34406,0,0,0,0,0,0
"BA",10,2013,2013-10-15,20070,84432,0,84432,0,104502,39096,19760,17283,0,0,58856,94,0,0,0,0,94
"CHN",11,2013,2013-11-15,36000,31320,15660,15660,0,67320,10698,30960,23221,7739,0,41658,161,0,0,0,0,161
"CHC",11,2013,2013-11-15,37008,38838,38838,0,0,75846,40080,370791,370791,0,0,410871,0,500,500,0,0,500
"CHS",11,2013,2013-11-15,0,0,0,0,0,0,1856,16232,42203,0,0,18088,0,0,0,0,0,0
"BA",11,2013,2013-11-15,39750,83820,0,83820,0,123570,40558,26413,26413,0,0,66971,60,120,120,0,0,180
"CHN",12,2013,2013-12-15,33408,30240,0,30240,0,63648,27160,23328,5832,23328,0,50488,424,0,0,0,0,424
"CHC",12,2013,2013-12-15,12336,23046,0,23046,0,35382,135670,328111,0,328111,0,463781,167,501,0,501,0,668
"CHS",12,2013,2013-12-15,0,0,0,0,0,0,2694,10713,0,12854,0,13407,0,0,0,0,0,0
"BA",12,2013,2013-12-15,184980,18000,0,18000,0,202980,44527,12668,0,12668,0,57195,0,471,352,117,0,471
"CHN",1,2014,2014-01-15,118480,22248,0,22248,0,140728,55790,21708,0,21708,0,77498,222,0,0,0,NA,222
"CHC",1,2014,2014-01-15,0,23046,0,23046,0,23046,0,328111,0,328111,0,328111,0,502,0,502,NA,502
"CHS",1,2014,2014-01-15,0,0,0,0,0,0,6613,8304,0,9548,0,14917,0,0,0,0,NA,0
"BA",1,2014,2014-01-15,104230,0,0,0,0,104230,50400,3760,0,3760,0,54160,0,258,0,258,NA,258
"CHN",2,2014,2014-02-15,115834,0,0,0,0,115834,117480,13500,0,8500,0,130980,500,0,0,0,0,500
"CHC",2,2014,2014-02-15,0,23046,0,23046,0,23046,70165,328111,0,318075,0,398276,0,501,0,501,0,501
"CHS",2,2014,2014-02-15,0,0,0,0,0,0,18800,0,0,0,0,18800,0,0,0,0,0,0
"BA",2,2014,2014-02-15,94230,0,0,0,0,94230,54870,0,0,0,0,54870,0,93,0,93,0,93
"CHN",3,2014,2014-03-15,360,0,0,0,0,360,172340,0,0,0,0,172340,590,0,0,0,0,590
"CHC",3,2014,2014-03-15,20570,0,0,0,0,20570,647181,0,0,0,0,647181,222,0,0,0,0,222
"CHS",3,2014,2014-03-15,0,0,0,0,0,0,28970,0,0,0,0,28970,0,0,0,0,0,0
"BA",3,2014,2014-03-15,185160,0,0,0,0,185160,40120,0,0,0,0,40120,90,0,0,0,0,90
"CHN",4,2014,2014-04-15,50600,0,0,0,0,50600,230720,0,0,0,0,230720,580,0,0,0,0,580
"CHC",4,2014,2014-04-15,0,0,0,0,0,0,297873,0,0,0,0,297873,0,0,0,0,0,0
"CHS",4,2014,2014-04-15,0,0,0,0,0,0,32977,0,0,0,0,32977,0,0,0,0,0,0
"BA",4,2014,2014-04-15,298320,0,0,0,0,298320,81135,0,0,0,0,81135,60,0,0,0,0,60
"CHN",5,2014,2014-05-15,154440,0,0,0,0,154440,61622,0,0,0,0,61622,243,0,0,0,0,243
"CHC",5,2014,2014-05-15,0,0,0,0,0,0,127876,0,0,0,0,127876,0,0,0,0,0,0
"CHS",5,2014,2014-05-15,0,0,0,0,0,0,15362,0,0,0,0,15362,23,0,0,0,0,23
"BA",5,2014,2014-05-15,91710,0,0,0,0,91710,47950,0,0,0,0,47950,0,0,0,0,0,0
"CHN",6,2014,2014-06-15,78270,0,0,0,0,78270,12455,0,0,0,0,12455,1325,0,0,0,0,1325
"CHC",6,2014,2014-06-15,1810,0,0,0,0,1810,39578,0,0,0,0,39578,0,0,0,0,0,0
"CHS",6,2014,2014-06-15,0,0,0,0,0,0,4130,0,0,0,0,4130,39,0,0,0,0,39
"BA",6,2014,2014-06-15,0,0,0,0,0,0,12480,0,0,0,0,12480,0,0,0,0,0,0
"CHN",7,2014,2014-07-15,8300,0,0,0,0,8300,3866,0,0,0,0,3866,841,0,0,0,0,841
"CHC",7,2014,2014-07-15,0,0,0,0,0,0,4290,0,0,0,0,4290,157,0,0,0,0,157
"CHS",7,2014,2014-07-15,0,0,0,0,0,0,708,0,0,0,0,708,0,0,0,0,0,0
"BA",7,2014,2014-07-15,0,0,0,0,0,0,1785,0,0,0,0,1785,0,0,0,0,0,0
"CHN",8,2014,2014-08-15,30240,0,0,0,0,30240,50614,0,0,0,0,50614,2005,0,0,0,0,2005
"CHC",8,2014,2014-08-15,0,0,0,0,0,0,329547,0,0,0,0,329547,0,0,0,0,0,0
"CHS",8,2014,2014-08-15,0,0,0,0,0,0,12117,0,0,0,0,12117,16,0,0,0,0,16
"BA",8,2014,2014-08-15,63270,0,0,0,0,63270,18435,0,0,0,0,18435,0,0,0,0,0,0
"CHN",9,2014,2014-09-15,34300,0,0,0,0,34300,83104,0,0,0,0,83104,2420,0,0,0,0,2420
"CHC",9,2014,2014-09-15,22080,0,0,0,0,22080,41922,0,0,0,0,41922,0,0,0,0,0,0
"CHS",9,2014,2014-09-15,0,0,0,0,0,0,4609,0,0,0,0,4609,18,0,0,0,0,18
"BA",9,2014,2014-09-15,128420,0,0,0,0,128420,19120,0,0,0,0,19120,0,0,0,0,0,0
"CHN",10,2014,2014-10-15,13200,7344,0,0,0,20544,24676,427356,0,0,0,452032,16620,0,0,0,0,16620
"CHC",10,2014,2014-10-15,0,65520,0,0,0,65520,0,32796,0,0,0,32796,0,0,0,0,0,0
"CHS",10,2014,2014-10-15,500,0,0,0,0,500,4485,15532,0,0,0,20017,122,0,0,0,0,122
"BA",10,2014,2014-10-15,123570,97656,122070,0,0,221226,14710,16541,3583,0,0,31251,0,0,0,0,0,0
"CHN",11,2014,2014-11-15,175100,61776,30888,0,0,236876,71364,288036,144018,0,0,359400,5218,0,0,0,0,5218
"CHC",11,2014,2014-11-15,0,1452,1452,0,0,1452,17990,8154,0,0,0,26144,86,0,0,0,0,86
"CHS",11,2014,2014-11-15,0,300,0,0,0,300,14194,12275,0,0,0,26469,220,0,0,0,0,220
"BA",11,2014,2014-11-15,34570,97560,93082,23094,0,132130,27337,3715,870,0,0,31052,360,120,90,0,0,480
"CHN",12,2014,2014-12-15,0,0,0,0,0,0,31666,22356,0,22356,0,54022,123,0,0,0,0,123
"CHC",12,2014,2014-12-15,4840,0,0,0,0,4840,131720,10110,0,0,0,141830,0,0,0,0,0,0
"CHS",12,2014,2014-12-15,0,0,0,0,0,0,3167,0,0,125,0,3167,26,0,0,0,0,26
"BA",12,2014,2014-12-15,28410,86556,86556,0,0,114966,16140,2190,0,4380,0,18330,60,80,0,80,0,140
"CHN",1,2015,2015-01-15,1500,0,0,0,0,1500,66250,21300,0,21300,0,87550,256,0,0,0,0,256
"CHC",1,2015,2015-01-15,0,0,0,0,0,0,102460,811,0,465,0,103271,0,0,0,0,0,0
"CHS",1,2015,2015-01-15,648,0,0,0,0,648,123838,0,0,0,0,123838,0,0,0,0,0,0
"BA",1,2015,2015-01-15,90730,50328,0,50328,0,141058,33960,2282,0,4564,0,36242,50,60,0,60,0,110
"CHN",2,2015,2015-02-15,39700,0,0,0,0,39700,94470,21195,0,0,0,115665,75,0,0,0,0,75
"CHC",2,2015,2015-02-15,0,0,0,0,0,0,194316,0,0,0,0,194316,0,0,0,0,0,0
"CHS",2,2015,2015-02-15,0,0,0,0,0,0,208285,0,0,0,0,208285,0,0,0,0,0,0
"BA",2,2015,2015-02-15,166410,29778,0,29778,0,196188,49255,886,0,960,0,50141,0,50,0,0,0,50
"CHN",3,2015,2015-03-15,20880,0,0,0,0,20880,158316,0,0,0,0,158316,107,0,0,0,0,107
"CHC",3,2015,2015-03-15,0,0,0,0,0,0,198504,0,0,0,0,198504,0,0,0,0,0,0
"CHS",3,2015,2015-03-15,0,0,0,0,0,0,30348,0,0,0,0,30348,0,0,0,0,0,0
"BA",3,2015,2015-03-15,176090,0,0,0,0,176090,22543,0,0,0,0,22543,50,0,0,0,0,50
"CHN",4,2015,2015-04-15,720,0,0,0,0,720,156034,0,0,0,0,156034,2318,0,0,0,0,2318
"CHC",4,2015,2015-04-15,0,0,0,0,0,0,39773,0,0,0,0,39773,0,0,0,0,0,0
"CHS",4,2015,2015-04-15,2176,0,0,0,0,2176,68427,768,614,0,0,69195,0,0,0,0,0,0
"BA",4,2015,2015-04-15,67350,0,0,0,0,67350,28965,0,0,0,0,28965,0,0,0,0,0,0
"CHN",5,2015,2015-05-15,103320,0,0,0,0,103320,134544,0,0,0,0,134544,146,0,0,0,0,146
"CHC",5,2015,2015-05-15,0,0,0,0,0,0,0,306656,0,0,0,306656,0,0,0,0,0,0
"CHS",5,2015,2015-05-15,0,0,0,0,0,0,56991,672,0,504,0,57663,0,0,0,0,0,0
"BA",5,2015,2015-05-15,192710,0,0,0,0,192710,79020,0,0,0,0,79020,130,0,0,0,0,130
"CHN",6,2015,2015-06-15,211980,0,0,0,0,211980,91206,0,0,0,0,91206,10614,0,0,0,0,10614
"CHC",6,2015,2015-06-15,0,0,0,0,0,0,12785,0,0,0,0,12785,0,0,0,0,0,0
"CHS",6,2015,2015-06-15,0,0,0,0,0,0,1878,0,0,0,0,1878,0,0,0,0,0,0
"BA",6,2015,2015-06-15,253960,0,0,0,0,253960,111560,0,0,0,0,111560,290,0,0,0,0,290
"CHN",7,2015,2015-07-15,186940,0,0,0,0,186940,31574,0,0,0,0,31574,424,0,0,0,0,424
"CHC",7,2015,2015-07-15,0,0,0,0,0,0,12785,0,0,0,0,12785,0,0,0,0,0,0
"CHS",7,2015,2015-07-15,0,0,0,0,0,0,1878,0,0,0,0,1878,0,0,0,0,0,0
"BA",7,2015,2015-07-15,105920,0,0,0,0,105920,9232,0,0,0,0,9232,55,0,0,0,0,55
"CHN",8,2015,2015-08-15,209880,0,0,0,0,209880,101408,0,0,0,0,101408,6068,0,0,0,0,6068
"CHC",8,2015,2015-08-15,0,0,0,0,0,0,138414,0,0,0,0,138414,0,0,0,0,0,0
"CHS",8,2015,2015-08-15,0,0,0,0,0,0,9845,0,0,0,0,9845,0,0,0,0,0,0
"BA",8,2015,2015-08-15,286030,0,0,0,0,286030,84610,0,0,0,0,84610,60,0,0,0,0,60
"CHN",9,2015,2015-09-15,176270,0,0,0,0,176270,173174,0,0,0,0,173174,1675,0,0,0,0,1675
"CHC",9,2015,2015-09-15,0,0,0,0,0,0,91195,0,0,0,0,91195,0,0,0,0,0,0
"CHS",9,2015,2015-09-15,0,0,0,0,0,0,6747,0,0,0,0,6747,0,0,0,0,0,0
"BA",9,2015,2015-09-15,11800,42384,0,0,0,54184,11915,1881,0,0,0,13796,80,0,0,0,0,80
"CHN",10,2015,2015-10-15,63160,120000,0,0,0,183160,100704,10044,5022,0,0,110748,530,0,0,0,0,530
"CHC",10,2015,2015-10-15,0,0,0,0,0,0,11471,0,0,0,0,11471,0,0,0,0,0,0
"CHS",10,2015,2015-10-15,28800,0,0,0,0,28800,3434,104782,116622,0,0,108216,2070,0,0,0,0,2070
"BA",10,2015,2015-10-15,72910,99114,123892,0,0,172024,21490,3411,3410,0,0,24901,0,987,739,0,0,987
"CHN",11,2015,2015-11-15,0,0,0,0,0,0,30352,0,0,0,0,30352,47,0,0,0,0,47
"CHC",11,2015,2015-11-15,6048,0,0,0,0,6048,87860,10510,0,0,0,98370,0,0,0,0,0,0
"CHS",11,2015,2015-11-15,4352,0,0,0,0,4352,107413,11157,14289,0,0,118570,0,864,1036,0,0,864
"BA",11,2015,2015-11-15,78300,64800,25000,56000,0,143100,38705,0,0,0,0,38705,0,705,528,0,0,705
"CHN",12,2015,2015-12-15,2460,0,0,0,0,2460,24718,0,0,0,0,24718,446,0,0,0,0,446
"CHC",12,2015,2015-12-15,0,16698,0,0,0,16698,63972,149826,149826,0,0,213798,0,0,0,0,0,0
"CHS",12,2015,2015-12-15,0,0,0,0,0,0,2190,33840,38070,4608,0,36030,0,195,0,174,0,195
"BA",12,2015,2015-12-15,28210,59172,0,73965,0,87382,34785,0,0,0,0,34785,2034,840,0,630,0,2874
"CHN",1,2016,2016-01-15,180400,0,0,0,0,180400,116334,0,0,0,0,116334,1300,0,0,0,0,1300
"CHC",1,2016,2016-01-15,4352,0,0,0,0,4352,37098,0,0,0,0,37098,0,0,0,0,0,0
"CHS",1,2016,2016-01-15,0,0,0,0,0,0,928,2502,0,3000,0,3430,0,150,0,140,0,150
"BA",1,2016,2016-01-15,22030,59160,0,73950,0,81190,116760,0,0,0,0,116760,175,840,0,630,0,1015
"CHN",2,2016,2016-02-15,189360,0,0,0,0,189360,113144,0,0,0,0,113144,2748,0,0,0,0,2748
"CHC",2,2016,2016-02-15,95576,0,0,0,0,95576,162642,0,0,0,0,162642,0,0,0,0,0,0
"CHS",2,2016,2016-02-15,0,0,0,0,0,0,23703,2496,0,2995,0,26199,0,150,0,136,0,150
"BA",2,2016,2016-02-15,293600,47100,0,58875,0,340700,47671,0,0,0,0,47671,70,330,0,247,0,400
"CHN",3,2016,2016-03-15,137050,0,0,0,0,137050,36744,0,0,0,0,36744,983,0,0,0,0,983
"CHC",3,2016,2016-03-15,0,0,0,0,0,0,14527,0,0,0,0,14527,0,0,0,0,0,0
"CHS",3,2016,2016-03-15,0,0,0,0,0,0,23665,0,0,0,0,23665,148,0,0,0,0,148
"BA",3,2016,2016-03-15,74660,7008,0,8760,0,81668,13805,0,0,0,0,13805,25,90,0,68,0,115
"CHN",4,2016,2016-04-15,80000,0,0,0,0,80000,64538,0,0,0,0,64538,555,0,0,0,0,555
"CHC",4,2016,2016-04-15,0,0,0,0,0,0,16482,0,0,0,0,16482,0,0,0,0,0,0
"CHS",4,2016,2016-04-15,0,0,0,0,0,0,41386,0,0,0,0,41386,0,0,0,0,0,0
"BA",4,2016,2016-04-15,41400,0,0,0,0,41400,20495,0,0,0,0,20495,45,0,0,0,0,45
"CHN",5,2016,2016-05-15,3600,0,0,0,0,3600,127472,0,0,0,0,127472,1926,0,0,0,0,1926
"CHC",5,2016,2016-05-15,0,0,0,0,0,0,30601,0,0,0,0,30601,0,0,0,0,0,0
"CHS",5,2016,2016-05-15,2720,0,0,0,0,2720,55956,0,0,0,0,55956,0,0,0,0,0,0
"BA",5,2016,2016-05-15,52335,0,0,0,0,52335,50175,0,0,0,0,50175,175,0,0,0,0,175
"CHN",6,2016,2016-06-15,17760,0,0,0,0,17760,115450,0,0,0,0,115450,1380,0,0,0,0,1380
"CHC",6,2016,2016-06-15,0,0,0,0,0,0,221538,0,0,0,0,221538,0,0,0,0,0,0
"CHS",6,2016,2016-06-15,0,0,0,0,0,0,21942,0,0,0,0,21942,0,0,0,0,0,0
"BA",6,2016,2016-06-15,192230,0,0,0,0,192230,67870,0,0,0,0,67870,210,0,0,0,0,210
"CHN",7,2016,2016-07-15,84600,0,0,0,0,84600,515000,0,0,0,0,515000,470,0,0,0,0,470
"CHC",7,2016,2016-07-15,0,0,0,0,0,0,11515,84846,65833,0,0,96361,0,0,0,0,0,0
"CHS",7,2016,2016-07-15,0,0,0,0,0,0,25215,0,0,0,0,25215,0,0,0,0,0,0
"BA",7,2016,2016-07-15,81536,186090,0,0,0,267626,17616,1505,0,0,0,19121,90,0,0,0,0,90
"CHN",8,2016,2016-08-15,66240,0,0,0,0,66240,323432,0,0,0,0,323432,1197,0,0,0,0,1197
"CHC",8,2016,2016-08-15,11463,0,0,0,0,11463,77586,0,0,0,0,77586,0,0,0,0,0,0
"CHS",8,2016,2016-08-15,3072,0,0,0,0,3072,64817,0,0,0,0,64817,0,0,0,0,0,0
"BA",8,2016,2016-08-15,93840,107016,93639,0,0,200856,21000,4257,3192,0,0,25257,155,0,0,0,0,155
"CHN",9,2016,2016-09-15,70410,0,0,0,0,70410,157750,0,0,0,0,157750,1752,0,0,0,0,1752
"CHC",9,2016,2016-09-15,0,0,0,0,0,0,15926,5625,0,5625,0,21551,0,0,0,0,0,0
"CHS",9,2016,2016-09-15,7168,0,0,0,0,7168,102001,0,0,0,0,102001,92,0,0,0,0,92
"BA",9,2016,2016-09-15,126690,106782,0,93434,0,233472,57464,508,0,381,0,57972,270,0,0,0,0,270
"CHN",10,2016,2016-10-15,17400,0,0,0,0,17400,312270,0,0,0,0,312270,2560,0,0,0,0,2560
"CHC",10,2016,2016-10-15,18150,0,0,0,0,18150,22321,1724,0,1724,0,24045,745,0,0,0,0,745
"CHS",10,2016,2016-10-15,78336,23840,33408,0,0,102176,136907,73494,95542,0,0,210401,226,0,0,0,0,226
"BA",10,2016,2016-10-15,50880,106752,93408,0,0,157632,89028,2575,4920,495,0,91603,0,12513,0,0,0,12513
"CHN",11,2016,2016-11-15,45,0,0,0,0,45,18240,32724,32724,0,0,50964,81,0,0,0,0,81
"CHC",11,2016,2016-11-15,0,96498,37813,0,0,96498,29288,24685,1089,0,0,53973,0,0,0,0,0,0
"CHS",11,2016,2016-11-15,0,33780,7971,35971,0,33780,3168,116064,162489,0,0,119232,153,0,0,0,0,153
"BA",11,2016,2016-11-15,20103,101880,0,89145,0,121983,15330,16711,584,6089,0,32041,28,474,315,0,0,502
"CHN",12,2016,2016-12-15,165,0,0,0,0,165,29640,21816,0,21816,0,51456,10,0,0,0,0,10
"CHC",12,2016,2016-12-15,0,16488,0,1816,0,16488,7605,39205,0,0,0,46810,0,0,0,0,0,0
"CHS",12,2016,2016-12-15,0,29508,0,30359,0,29508,3646,102936,0,128670,0,106582,46,0,0,0,0,46
"BA",12,2016,2016-12-15,5700,88014,61610,0,0,93714,45155,13025,0,8673,0,58180,30,636,415,0,0,666
"CHN",1,2017,2017-01-15,0,0,0,0,0,0,40750,19116,0,19116,0,59866,143,0,0,0,0,143
"CHC",1,2017,2017-01-15,1452,0,0,0,0,1452,47786,908,0,908,0,48694,0,0,0,0,0,0
"CHS",1,2017,2017-01-15,10400,19680,0,25583,0,30080,28738,96480,0,120600,0,125218,0,0,0,0,0,0
"BA",1,2017,2017-01-15,17424,87354,0,61148,0,104778,85334,8337,0,6659,0,93671,0,494,0,321,0,494
"CHN",2,2017,2017-02-15,120,0,0,0,0,120,51000,14875,0,14875,0,65875,35,0,0,0,0,35
"CHC",2,2017,2017-02-15,908,0,0,0,0,908,37313,817,817,0,0,38130,0,0,0,0,0,0
"CHS",2,2017,2017-02-15,0,5856,0,7320,0,5856,19400,70512,0,84614,0,89912,43,0,0,0,0,43
"BA",2,2017,2017-02-15,49080,22296,0,15607,0,71376,28980,48,0,31,0,29028,0,480,0,312,0,480
"CHN",3,2017,2017-03-15,4680,0,0,0,0,4680,61680,0,0,0,0,61680,42,0,0,0,0,42
"CHC",3,2017,2017-03-15,1059,0,0,0,0,1059,31008,0,0,0,0,31008,0,0,0,0,0,0
"CHS",3,2017,2017-03-15,0,0,0,0,0,0,52830,0,0,0,0,52830,38,0,0,0,0,38
"BA",3,2017,2017-03-15,3999,0,0,0,0,3999,41982,0,0,0,0,41982,142,0,0,0,0,142
"CHN",4,2017,2017-04-15,21600,0,0,0,0,21600,93170,0,0,0,0,93170,170,0,0,0,0,170
"CHC",4,2017,2017-04-15,0,0,0,0,0,0,25212,0,0,0,0,25212,0,0,0,0,0,0
"CHS",4,2017,2017-04-15,0,0,0,0,0,0,76355,0,0,0,0,76355,0,0,0,0,0,0
"BA",4,2017,2017-04-15,28424,0,0,0,0,28424,38710,0,0,0,0,38710,207,0,0,0,0,207
"CHN",5,2017,2017-05-15,5760,0,0,0,0,5760,158740,0,0,0,0,158740,350,0,0,0,0,350
"CHC",5,2017,2017-05-15,0,0,0,0,0,0,12750,0,0,0,0,12750,0,0,0,0,0,0
"CHS",5,2017,2017-05-15,0,0,0,0,0,0,14176,0,0,0,0,14176,0,0,0,0,0,0
"BA",5,2017,2017-05-15,86710,0,0,0,0,86710,61176,0,0,0,0,61176,30,0,0,0,0,30
"CHN",6,2017,2017-06-15,14400,0,0,0,0,14400,23302,0,0,0,0,23302,140,0,0,0,0,140
"CHC",6,2017,2017-06-15,0,0,0,0,0,0,16225,0,0,0,0,16225,0,0,0,0,0,0
"CHS",6,2017,2017-06-15,0,0,0,0,0,0,11763,0,0,0,0,11763,0,0,0,0,0,0
"BA",6,2017,2017-06-15,164892,0,0,0,0,164892,62576,0,0,0,0,62576,16,0,0,0,0,16
"CHN",7,2017,2017-07-15,316080,0,0,0,0,316080,19770,0,0,0,0,19770,270,0,0,0,0,270
"CHC",7,2017,2017-07-15,8925,0,0,0,0,8925,7600,44770,0,0,0,52370,0,0,0,0,0,0
"CHS",7,2017,2017-07-15,256,0,0,0,0,256,179540,0,0,0,0,179540,0,0,0,0,0,0
"BA",7,2017,2017-07-15,75451,82355,0,0,0,157806,81920,0,0,0,0,81920,15,0,0,0,0,15
"CHN",8,2017,2017-08-15,38520,0,0,0,0,38520,54763,0,0,0,0,54763,1048,0,0,0,0,1048
"CHC",8,2017,2017-08-15,1210,0,0,0,0,1210,14053,0,0,0,0,14053,0,0,0,0,0,0
"CHS",8,2017,2017-08-15,0,0,0,0,0,0,116189,0,0,0,0,116189,0,0,0,0,0,0
"BA",8,2017,2017-08-15,143237,0,0,0,0,143237,68553,0,0,0,0,68553,81,0,0,0,0,81
"CHN",9,2017,2017-09-15,221040,0,0,0,0,221040,127391,0,0,0,0,127391,1540,0,0,0,0,1540
"CHC",9,2017,2017-09-15,1362,0,0,0,0,1362,7700,17091,0,0,0,24791,500,0,0,0,0,500
"CHS",9,2017,2017-09-15,5760,0,0,0,0,5760,37071,0,0,0,0,37071,0,0,0,0,0,0
"BA",9,2017,2017-09-15,259425,0,0,0,0,259425,127412,0,0,0,0,127412,126,0,0,0,0,126
"CHN",10,2017,2017-10-15,236520,50112,12528,0,0,286632,148807,136512,136512,0,0,285319,6303,0,0,0,0,6303
"CHC",10,2017,2017-10-15,5143,0,0,0,0,5143,1966,29934,13704,0,0,31900,200,0,0,0,0,200
"CHS",10,2017,2017-10-15,0,0,0,0,0,0,13546,0,0,0,0,13546,65,0,0,0,0,65
"BA",10,2017,2017-10-15,118722,93863,89170,0,0,212585,56274,62649,10099,0,0,118923,628,0,0,0,0,628
"CHN",11,2017,2017-11-15,10800,46008,0,46800,0,56808,57219,25200,0,25200,0,82419,296,0,0,0,0,296
"CHC",11,2017,2017-11-15,25108,0,0,0,0,25108,129773,10151,454,9697,0,139924,250,0,0,0,0,250
"CHS",11,2017,2017-11-15,0,0,0,0,0,0,6592,0,0,0,0,6592,0,0,0,0,0,0
"BA",11,2017,2017-11-15,129327,190782,65903,109269,0,320109,86903,11547,2150,6928,0,98450,115,0,0,0,0,115
"CHN",12,2017,2017-12-15,5760,35208,0,35208,0,40968,71498,6748,0,6748,0,78246,1293,0,0,0,0,1293
"CHC",12,2017,2017-12-15,0,144746,0,0,0,144746,6500,136579,26681,0,0,143079,0,2178,0,0,0,2178
"CHS",12,2017,2017-12-15,0,0,0,0,0,0,26482,0,0,0,0,26482,39,0,0,0,0,39
"BA",12,2017,2017-12-15,112886,104786,10928,83953,0,217672,91544,30950,10350,16310,0,122494,287,0,0,0,0,287
"CHN",1,2018,2018-01-15,27360,39528,0,39528,0,66888,196969,6048,0,6048,0,203017,346,0,0,0,0,346
"CHC",1,2018,2018-01-15,726,0,0,0,0,726,18917,0,0,0,0,18917,166,0,0,0,0,166
"CHS",1,2018,2018-01-15,0,0,0,0,0,0,9125,0,0,0,0,9125,0,0,0,0,0,0
"BA",1,2018,2018-01-15,48676,95795,0,86214,0,144471,86196,29660,0,26660,0,115856,0,63,38,0,0,63
"CHN",2,2018,2018-02-15,170640,0,0,0,0,170640,87048,0,0,0,0,87048,162,0,0,0,0,162
"CHC",2,2018,2018-02-15,1513,0,0,0,0,1513,205201,0,0,0,0,205201,0,0,0,0,0,0
"CHS",2,2018,2018-02-15,0,0,0,0,0,0,28764,0,0,0,0,28764,0,0,0,0,0,0
"BA",2,2018,2018-02-15,209507,0,0,0,0,209507,109397,21440,0,17810,0,130837,15,0,0,0,0,15
"CHN",3,2018,2018-03-15,3960,0,0,0,0,3960,41478,0,0,0,0,41478,40,0,0,0,0,40
"CHC",3,2018,2018-03-15,17545,0,0,0,0,17545,83345,0,0,0,0,83345,0,0,0,0,0,0
"CHS",3,2018,2018-03-15,0,0,0,0,0,0,60517,0,0,0,0,60517,0,0,0,0,0,0
"BA",3,2018,2018-03-15,135185,0,0,0,0,135185,109429,6440,0,5320,0,115869,0,0,0,0,0,0
"CHN",4,2018,2018-04-15,0,0,0,0,0,0,145881,0,0,0,0,145881,216,0,0,0,0,216
"CHC",4,2018,2018-04-15,98161,0,0,0,0,98161,5700,178324,0,0,0,184024,0,0,0,0,0,0
"CHS",4,2018,2018-04-15,0,0,0,0,0,0,108094,0,0,0,0,108094,0,0,0,0,0,0
"BA",4,2018,2018-04-15,290151,0,0,0,0,290151,172977,0,0,0,0,172977,0,0,0,0,0,0
"CHN",5,2018,2018-05-15,348120,0,0,0,0,348120,147872,200304,150228,0,0,348176,163,0,0,0,0,163
"CHC",5,2018,2018-05-15,0,0,0,0,0,0,7018,635,635,0,0,7653,0,0,0,0,0,0
"CHS",5,2018,2018-05-15,72370,0,0,0,0,72370,0,0,0,0,0,0,0,0,0,0,0,0
"BA",5,2018,2018-05-15,308241,0,0,0,0,308241,100987,0,0,0,0,100987,4,0,0,0,0,4
"CHN",6,2018,2018-06-15,36720,0,0,0,0,36720,14205,191664,0,191664,0,205869,93,0,0,0,0,93
"CHC",6,2018,2018-06-15,0,0,0,0,0,0,100083,11616,0,0,0,111699,0,0,0,0,0,0
"CHS",6,2018,2018-06-15,0,0,0,0,0,0,26260,0,0,0,0,26260,0,0,0,0,0,0
"BA",6,2018,2018-06-15,157270,0,0,0,0,157270,111165,0,0,0,0,111165,0,0,0,0,0,0
"CHN",7,2018,2018-07-15,130680,0,0,0,0,130680,14320,177408,0,177408,0,191728,445,0,0,0,0,445
"CHC",7,2018,2018-07-15,756,0,0,0,0,756,9379,91839,544,0,0,101218,0,0,0,0,0,0
"CHS",7,2018,2018-07-15,1120,0,0,0,0,1120,57040,0,0,0,0,57040,0,0,0,0,0,0
"BA",7,2018,2018-07-15,238079,30764,0,0,0,268843,95699,12106,6135,0,0,107805,110,0,0,0,0,110
"CHN",8,2018,2018-08-15,261000,0,0,0,0,261000,369657,176148,0,176148,0,545805,0,0,0,0,0,0
"CHC",8,2018,2018-08-15,1815,0,0,0,0,1815,6459,28132,0,0,0,34591,0,0,0,0,0,0
"CHS",8,2018,2018-08-15,7340,0,0,0,0,7340,20915,4128,0,0,0,25043,0,0,0,0,0,0
"BA",8,2018,2018-08-15,140493,103535,4379,0,0,244028,105683,11278,0,6772,0,116961,0,0,0,0,0,0
